SlidingTackle;GKDiving;GKHandling;GKKicking;GKPositioning;GKReflexes
70;14;16;14;13;10
62;12;7;11;7;7
61;11;14;10;14;5
58;13;12;10;12;7
54;5;6;13;11;11
13;63;60;53;54;60
19;14;13;8;9;13
21;6;9;8;11;10
66;12;12;12;13;6
16;14;11;11;13;14
57;8;6;5;12;13
55;11;13;9;13;5
13;62;54;58;57;61
63;14;8;15;12;6
26;5;5;14;11;9
39;8;9;14;12;10
49;7;11;8;8;8
28;7;14;12;14;6
58;10;11;9;14;12
60;13;7;13;15;12
10;63;61;60;58;62
30;15;6;6;14;12
50;13;6;7;13;6
28;13;8;15;12;6
64;9;6;15;13;14
37;6;11;13;13;12
17;60;62;63;58;58
25;7;13;15;10;15
15;14;7;12;12;9
56;6;11;11;14;9
54;13;15;7;11;10
12;54;63;38;62;60
67;13;14;11;14;11
13;60;63;62;55;57
59;9;10;11;7;13
60;14;6;8;10;9
51;11;15;10;14;6
54;10;15;15;14;6
66;7;11;14;9;11
44;14;11;7;13;14
52;14;11;8;6;10
29;6;12;12;5;14
26;9;16;16;14;13
57;13;11;15;7;14
55;8;11;14;6;11
39;6;10;7;11;14
62;11;10;8;13;11
54;9;7;9;7;12
15;62;56;61;58;62
39;10;10;14;7;5
65;15;11;11;5;9
63;11;7;8;8;14
28;8;6;9;15;7
14;60;58;63;62;64
24;10;14;8;14;10
63;10;11;5;10;14
13;61;57;62;55;62
54;9;16;14;8;12
13;63;67;58;56;58
66;8;11;9;13;7
29;8;14;8;9;15
14;64;58;59;56;62
55;14;11;7;11;12
63;6;13;9;6;8
12;15;16;12;12;11
59;6;7;14;6;11
60;10;8;5;6;12
57;11;9;9;6;12
42;9;16;10;8;12
14;63;59;57;54;62
60;15;9;6;13;13
13;65;62;58;59;62
13;6;11;11;10;6
11;64;62;55;55;61
29;11;10;8;10;9
58;14;11;10;9;8
62;7;15;13;13;11
28;9;8;12;10;14
56;13;5;13;14;13
57;11;6;10;6;6
55;14;12;5;12;8
54;11;13;10;8;10
51;16;12;15;7;11
55;9;11;7;9;6
16;12;7;5;15;7
54;11;12;13;7;12
50;7;10;8;12;13
57;8;7;9;14;7
54;14;14;10;8;8
56;7;8;15;9;15
56;8;8;9;8;14
12;8;5;12;14;14
25;8;9;10;7;11
61;5;10;13;11;14
64;10;13;9;14;9
58;9;11;8;11;7
63;16;14;9;9;11
54;8;7;11;11;12
33;15;16;13;16;8
54;6;14;6;14;5
11;61;59;58;57;62
63;5;5;13;10;14
16;11;6;14;6;6
60;9;10;13;14;15
43;11;7;10;7;11
44;8;14;11;9;13
55;15;13;10;15;16
20;8;15;15;15;10
29;10;8;8;8;12
38;10;9;12;11;15
52;10;10;13;13;14
60;14;9;8;15;12
50;9;7;13;11;8
16;14;9;13;10;14
61;7;12;9;8;10
57;5;10;7;7;12
56;14;8;13;15;11
47;10;8;6;7;7
61;10;14;7;14;9
59;15;6;14;8;9
60;6;8;14;6;14
17;58;65;53;59;60
55;13;9;11;7;8
61;12;12;14;9;13
51;10;7;13;5;11
11;63;58;57;55;64
25;10;10;9;8;10
58;8;7;9;13;11
27;8;11;10;15;13
13;8;6;15;10;12
17;62;60;58;57;61
18;13;7;15;7;10
54;6;15;11;13;6
24;13;10;12;6;14
34;14;7;16;7;9
52;11;8;14;11;13
57;11;8;7;6;10
52;7;7;14;13;14
58;10;10;5;11;10
55;6;13;12;14;11
11;10;10;9;8;13
64;14;11;6;12;13
48;15;9;14;12;6
55;8;7;8;9;6
12;57;61;57;60;61
31;14;13;14;10;13
18;11;6;12;14;14
33;6;15;15;12;13
49;6;10;13;12;13
38;7;8;9;10;6
23;10;9;6;7;8
39;12;7;14;10;9
60;8;15;13;13;7
55;14;14;13;9;8
62;6;14;9;14;13
59;10;16;6;16;16
60;8;6;13;12;12
19;11;8;9;9;9
59;7;6;11;11;13
14;15;8;13;10;15
55;13;9;8;10;5
62;11;9;9;7;6
30;7;8;7;13;12
13;7;7;13;10;13
60;10;9;10;15;15
62;7;14;14;15;7
63;9;12;5;6;12
11;66;58;58;58;60
25;8;8;13;12;9
59;9;12;16;12;11
35;12;6;13;12;6
54;14;14;11;8;6
24;13;16;13;16;13
20;13;9;11;6;13
31;5;9;15;8;15
55;8;16;15;10;14
61;7;9;9;10;7
57;8;11;10;7;8
54;14;12;11;15;12
60;8;16;7;7;14
56;6;15;7;8;14
48;9;8;8;8;7
15;59;60;57;60;62
10;63;55;55;58;60
54;15;5;10;9;6
59;11;12;9;8;6
61;12;14;9;13;6
38;8;13;13;10;9
64;15;8;15;6;10
43;5;5;6;10;8
61;14;8;13;15;7
13;60;57;55;54;66
18;60;60;58;59;60
58;6;9;14;13;10
50;7;9;6;7;11
21;7;16;14;10;11
62;11;14;6;6;8
57;11;7;13;5;12
38;13;7;6;9;15
58;12;8;13;10;9
42;15;13;8;10;15
51;13;10;10;15;11
58;7;7;12;9;12
39;13;7;6;8;10
22;14;12;9;12;8
51;13;12;7;11;6
57;9;5;12;10;9
55;12;7;11;13;10
56;6;7;16;11;13
17;14;9;10;15;13
26;15;7;10;8;10
53;10;10;10;14;7
21;12;14;13;9;8
16;61;57;58;58;60
15;12;10;15;12;9
52;13;8;13;11;13
44;8;15;8;7;7
39;5;13;6;10;10
70;9;10;15;5;14
33;11;16;10;9;11
52;8;14;7;10;5
58;12;12;7;8;8
14;58;54;54;58;61
14;12;14;10;13;8
19;7;6;10;15;13
35;9;10;13;6;14
45;8;13;11;12;15
62;7;7;12;9;7
16;14;13;9;6;9
16;10;10;13;13;7
14;60;55;57;59;62
59;12;14;5;15;10
66;14;14;11;8;11
54;14;8;14;16;7
61;8;7;15;9;12
22;12;12;7;7;9
20;5;11;13;8;11
61;11;10;14;7;11
43;9;14;7;11;14
23;13;8;9;5;6
48;13;16;16;12;7
29;6;8;13;11;6
20;61;59;61;57;61
33;9;11;15;14;5
57;15;6;5;13;15
60;6;13;13;10;10
42;16;8;13;12;10
60;13;14;11;12;15
61;8;7;9;5;15
37;6;12;13;12;10
48;10;11;10;11;15
12;63;57;60;58;59
23;8;7;14;5;7
31;12;11;10;11;9
15;13;11;9;13;11
57;8;6;16;7;13
22;5;13;7;7;8
16;62;50;60;58;65
58;9;15;6;13;14
13;13;8;5;10;7
14;11;6;6;10;10
20;9;9;11;10;9
39;6;7;11;16;11
57;9;13;8;11;10
25;12;12;8;13;11
55;10;7;12;7;12
55;13;9;6;8;10
14;15;14;8;9;10
54;5;9;5;12;14
11;61;56;59;55;63
13;64;59;59;56;58
53;13;12;13;13;7
62;6;10;10;15;14
14;10;12;7;14;9
35;13;6;11;11;15
66;15;6;14;8;9
13;60;57;52;56;60
58;13;6;12;10;7
52;15;14;12;12;9
11;60;57;60;56;63
54;8;14;9;11;13
16;11;15;6;13;11
38;11;12;6;12;14
63;14;7;6;5;13
62;6;7;12;12;7
13;57;60;59;57;62
57;14;6;13;11;10
11;58;55;53;57;63
12;59;58;58;60;56
61;6;8;6;9;10
25;6;8;6;5;9
13;59;59;56;57;59
56;14;9;11;12;14
61;7;8;15;7;12
10;56;57;61;58;62
49;8;12;16;12;8
57;10;7;12;13;9
56;14;15;10;12;12
58;10;7;14;11;14
63;6;8;10;14;11
58;11;8;13;9;12
47;8;12;11;9;12
50;11;15;11;13;10
58;8;12;10;13;13
29;9;10;5;7;14
16;9;6;14;14;7
26;13;13;8;8;8
66;7;10;13;9;8
49;14;6;7;15;8
51;7;10;9;10;12
51;11;15;7;7;8
56;12;9;15;14;7
58;12;12;13;7;14
49;13;8;10;6;12
13;61;56;53;54;61
57;8;7;10;14;11
55;12;13;5;13;10
54;13;10;11;5;15
37;7;8;10;6;7
61;12;8;8;6;9
45;9;14;10;11;6
13;11;12;13;10;14
13;60;58;59;59;60
38;13;14;9;11;7
17;61;54;54;63;55
20;14;16;11;11;9
16;60;59;60;57;58
69;12;7;9;8;8
66;6;10;10;15;14
36;15;14;14;7;5
42;14;14;13;15;6
62;10;7;12;7;13
17;59;57;56;60;60
45;8;12;7;6;9
17;13;10;8;13;6
53;8;13;6;11;7
29;10;12;14;15;7
57;11;9;8;9;6
64;7;15;15;6;8
60;13;6;14;9;13
60;10;14;11;14;13
51;10;10;6;7;12
33;6;13;14;11;10
56;7;5;14;10;7
59;11;9;13;13;9
61;5;8;5;11;11
53;11;11;8;10;8
44;8;9;15;10;12
27;9;6;10;13;8
15;59;55;60;54;63
23;61;52;50;58;63
30;7;6;11;10;8
15;5;15;8;10;11
34;8;14;8;13;6
11;8;8;7;12;12
53;6;11;11;6;10
44;6;12;12;6;5
59;14;14;14;6;9
56;9;13;10;12;9
57;9;8;6;6;11
23;10;10;7;8;14
54;14;9;8;15;12
57;6;7;11;14;11
27;8;10;8;6;8
60;7;13;12;14;9
18;55;63;56;61;55
62;16;11;14;11;16
46;10;8;6;9;5
57;9;15;7;15;14
54;9;11;14;11;12
62;13;16;13;7;14
37;14;7;11;13;6
12;57;59;55;54;64
63;8;5;8;8;5
60;12;5;13;14;11
47;14;13;15;12;12
61;12;6;15;13;14
25;6;15;14;12;13
74;10;12;14;8;6
50;10;5;10;6;10
30;15;12;10;6;10
52;5;9;9;6;8
59;7;15;10;10;8
46;8;14;7;15;13
11;64;57;55;56;57
39;6;7;12;5;10
12;6;12;6;10;10
51;12;13;11;10;8
47;14;13;14;8;10
10;59;57;62;63;59
18;11;14;15;7;12
45;11;13;11;11;14
33;14;12;14;11;9
15;60;58;59;59;63
18;8;9;11;11;12
17;7;14;8;13;9
50;7;10;12;16;14
55;13;15;12;13;8
23;6;9;13;11;9
60;14;9;14;14;9
62;6;10;11;16;10
50;11;11;8;9;8
54;9;12;7;12;6
65;8;14;11;7;12
11;59;57;55;60;58
41;11;11;8;11;10
11;59;56;52;60;60
13;15;18;10;15;17
21;11;12;13;7;8
14;61;58;53;54;65
33;15;15;10;13;10
47;15;8;11;15;16
20;14;14;11;6;5
58;15;12;12;11;13
14;14;8;5;15;11
52;10;12;10;5;13
21;9;13;11;13;11
59;12;12;6;10;15
12;61;56;56;55;62
58;8;11;9;14;8
23;15;14;11;9;10
54;14;9;5;11;15
35;7;10;12;14;10
48;8;6;7;13;13
16;16;13;14;9;11
31;9;7;12;12;9
35;8;9;10;5;6
47;13;8;10;8;10
19;14;8;10;9;7
15;62;57;56;58;64
60;9;14;13;11;13
54;14;9;13;14;11
35;14;13;11;8;11
64;5;9;8;14;12
54;7;14;7;8;8
51;6;14;11;9;13
14;59;57;58;59;58
26;8;14;5;9;7
57;13;13;11;9;8
21;7;8;7;9;7
12;60;54;56;57;63
56;6;12;7;7;10
12;60;58;48;58;61
31;12;7;6;7;6
17;14;6;13;9;13
35;11;11;8;6;14
35;13;10;15;11;11
28;16;13;15;7;9
60;15;12;5;10;11
32;15;14;13;8;9
12;59;58;53;59;63
54;12;10;10;11;14
69;13;7;14;9;6
30;10;10;13;11;12
15;6;13;6;14;11
16;16;15;14;7;12
14;62;59;57;57;60
58;10;10;13;11;11
45;8;10;11;8;8
44;8;15;13;13;13
12;61;56;55;57;60
57;14;9;15;6;8
53;13;12;6;15;7
47;11;9;7;13;11
11;61;58;51;59;62
59;11;10;5;10;9
45;9;13;12;7;10
59;12;15;12;12;10
13;63;60;58;57;56
52;9;11;9;9;12
51;12;11;13;13;8
58;10;12;6;10;7
62;9;14;8;12;6
61;15;10;10;11;6
63;12;13;8;13;15
11;62;57;57;58;64
56;14;16;13;8;7
21;11;11;6;14;11
15;11;7;11;12;10
52;6;13;15;6;13
47;12;10;14;7;9
28;13;5;13;12;7
23;14;11;5;7;9
45;15;15;6;11;14
56;13;6;10;9;11
47;11;12;7;9;15
63;13;5;14;7;13
12;63;51;57;58;64
62;8;7;12;5;13
29;5;5;7;6;12
53;9;15;16;9;10
65;10;10;11;12;12
54;9;14;6;14;14
13;63;57;50;58;63
17;15;14;12;6;9
48;11;11;13;7;13
21;5;8;7;5;14
22;14;9;15;11;8
49;7;11;6;9;9
54;11;15;8;12;10
51;11;15;10;12;10
62;9;12;13;11;6
22;11;15;10;6;13
50;11;12;8;11;13
36;15;11;14;15;11
52;7;14;5;6;11
29;13;13;11;9;12
28;14;14;9;11;14
53;6;6;14;13;7
30;14;10;8;6;6
54;12;15;10;13;8
52;11;13;14;7;10
52;10;10;14;9;13
65;11;10;9;11;10
61;7;10;13;7;13
61;14;14;7;13;13
55;15;10;14;5;8
41;13;12;13;10;13
22;6;8;13;11;7
41;6;12;7;7;10
14;60;59;60;58;63
54;15;7;14;9;16
70;11;6;9;6;10
58;12;10;14;15;5
53;7;7;7;5;6
61;5;9;13;12;14
22;7;9;14;7;15
26;13;10;8;14;8
9;63;60;61;55;56
11;13;8;14;7;11
51;7;8;7;6;14
57;12;9;14;11;7
17;8;12;11;5;14
22;6;8;10;12;6
40;14;5;13;11;11
56;13;10;9;9;16
53;6;12;9;6;9
57;13;9;12;8;15
24;7;15;12;6;14
19;61;55;54;57;62
44;9;7;11;8;14
61;7;12;14;13;11
35;12;8;15;10;11
16;10;13;7;11;8
57;12;9;6;12;9
16;11;12;14;10;10
14;63;60;54;52;58
60;8;11;11;7;9
55;9;13;11;11;9
19;9;10;7;11;7
49;9;13;6;14;11
53;15;14;17;12;13
48;11;13;7;14;15
47;11;15;8;7;8
54;11;12;13;6;14
59;14;7;13;11;12
64;12;8;11;11;10
18;6;11;12;12;13
55;10;8;8;9;12
14;59;57;56;63;65
54;10;10;12;11;13
15;14;9;9;9;9
22;7;13;14;7;10
65;15;10;14;13;14
58;6;13;7;5;14
63;9;12;6;15;13
53;14;16;9;14;14
35;13;10;7;9;10
65;9;12;14;9;10
57;9;8;13;10;6
46;10;14;12;13;7
12;54;67;50;57;58
14;14;13;10;14;10
60;13;11;6;9;14
21;9;13;10;6;7
22;8;9;13;6;13
61;10;12;13;10;12
68;10;12;8;6;15
57;9;12;10;10;14
19;63;53;53;54;65
57;6;14;14;5;9
19;7;13;12;13;9
57;12;11;6;14;12
27;9;9;9;10;14
61;16;13;10;12;6
57;12;13;7;15;5
58;13;9;15;13;13
53;6;14;12;10;12
57;10;7;6;14;14
62;9;10;8;6;6
27;56;60;58;60;58
13;60;55;62;54;60
20;58;59;53;60;58
25;12;6;15;11;6
46;13;10;10;15;14
55;7;8;8;11;13
29;10;6;12;13;12
57;15;16;10;12;6
56;7;8;5;14;6
11;61;58;54;54;64
68;10;6;8;6;11
54;11;10;8;11;11
60;10;12;10;12;10
10;68;55;55;55;64
35;10;11;16;16;11
52;8;11;14;12;10
53;7;14;12;10;16
52;12;8;14;5;8
60;13;10;8;13;13
31;14;6;5;12;11
34;11;13;11;8;12
18;16;10;14;12;8
32;12;10;11;12;14
59;12;9;13;6;14
54;7;15;14;7;15
14;62;56;58;59;59
24;10;15;10;10;10
63;11;9;11;8;10
12;60;59;54;54;64
37;6;11;14;14;9
21;7;13;6;12;8
64;9;11;5;7;12
19;60;56;58;53;65
55;12;9;12;13;8
14;13;12;9;7;11
57;9;8;13;14;8
20;14;12;13;10;10
20;12;8;14;14;9
52;12;8;14;7;6
43;13;12;15;8;11
63;8;10;14;11;14
26;10;6;11;9;7
15;58;60;57;56;62
22;9;12;10;11;7
61;14;6;12;13;11
42;5;7;12;14;9
12;59;57;60;60;59
14;12;15;8;9;14
11;15;11;7;12;9
51;15;15;6;14;11
56;14;8;11;6;14
21;12;6;12;9;8
58;15;10;12;12;12
21;11;9;6;15;5
20;9;9;14;12;5
42;16;8;14;9;6
17;61;54;55;57;60
56;15;6;10;6;9
55;5;6;5;6;11
56;8;15;6;9;13
60;9;8;14;8;14
19;12;9;5;9;14
66;9;13;8;11;11
65;9;14;9;15;12
56;15;13;8;13;14
51;7;8;6;12;8
56;10;6;13;12;16
17;14;12;13;16;12
29;10;10;11;13;12
57;14;9;9;10;5
21;61;56;54;56;63
35;10;10;12;11;5
48;10;7;14;9;10
57;15;6;5;14;8
19;62;57;56;53;62
14;13;10;8;10;6
12;59;54;61;62;57
51;11;10;12;10;6
54;8;10;14;16;8
11;11;7;11;14;15
41;14;13;15;12;13
28;7;6;14;7;13
61;14;6;9;8;8
11;62;57;64;58;63
17;13;13;13;10;10
32;12;14;9;11;10
42;7;6;12;11;15
22;58;58;57;56;59
58;8;7;8;14;6
18;7;9;14;11;12
28;10;15;10;14;11
25;8;10;13;12;11
38;12;9;12;9;11
53;15;10;12;5;9
28;14;12;10;6;9
33;12;13;13;15;12
17;59;54;59;62;60
62;9;13;10;10;8
57;13;12;6;12;11
13;12;6;14;13;6
58;9;6;9;7;14
37;14;15;14;14;7
45;15;16;10;7;13
61;8;8;13;10;11
59;8;10;14;9;13
26;11;8;14;12;5
15;5;12;6;9;7
68;6;9;13;14;7
60;7;9;6;12;8
18;12;15;10;15;16
59;9;10;10;9;7
22;14;7;9;8;9
16;6;9;13;12;13
17;8;10;5;10;7
57;12;9;9;9;14
56;7;11;13;13;5
17;14;11;11;7;12
19;13;9;6;8;9
42;10;15;14;14;11
58;7;11;6;10;9
56;15;14;11;12;11
27;5;15;7;10;13
30;12;7;9;9;15
53;12;7;12;11;6
14;61;55;56;57;61
61;7;8;11;10;15
57;14;7;8;6;6
54;12;11;10;9;12
58;7;15;8;11;10
57;11;10;11;10;15
32;13;13;5;12;5
64;12;11;6;13;10
19;9;9;10;7;12
16;9;12;9;13;13
57;15;12;7;6;13
26;9;14;7;13;8
15;59;55;54;57;61
58;10;14;15;10;12
26;14;12;13;6;13
57;8;8;11;7;10
18;15;10;7;16;7
64;5;9;14;8;14
10;6;8;10;14;15
39;15;7;7;10;7
55;12;7;12;10;8
60;12;10;14;11;15
53;7;7;5;6;9
57;6;15;13;12;11
53;11;9;14;8;14
19;9;7;14;9;11
55;12;9;10;13;11
52;14;9;6;6;6
58;6;13;14;12;11
60;13;6;6;13;8
59;8;9;11;12;12
30;9;12;7;12;13
18;11;12;11;8;9
61;12;11;11;8;12
13;7;10;7;10;9
57;8;7;6;6;6
15;59;51;63;57;59
14;57;59;60;56;55
56;8;8;13;7;7
52;13;13;13;5;7
16;56;56;58;57;55
13;8;12;13;8;10
61;10;12;6;5;7
56;5;11;8;6;14
61;13;9;10;13;10
53;7;9;13;14;12
65;15;9;8;10;11
12;59;58;59;58;59
17;56;53;54;63;60
10;52;57;59;54;67
51;11;9;14;6;12
12;6;15;13;9;7
57;12;8;10;9;12
39;8;10;14;6;13
48;10;10;16;9;13
23;10;11;10;7;14
14;57;60;49;56;58
55;6;9;11;6;12
58;7;5;8;7;9
53;15;8;10;8;11
24;8;6;9;13;7
60;11;10;8;12;14
18;61;56;56;53;60
13;57;64;49;53;62
11;7;8;9;13;9
58;7;7;12;6;15
39;11;7;13;12;6
54;5;7;10;15;8
14;10;13;13;6;13
38;10;11;12;9;14
51;9;8;7;14;7
59;7;5;13;6;12
41;7;11;11;14;9
20;16;14;16;15;8
53;14;6;6;10;11
20;55;60;58;58;55
15;54;58;53;55;56
13;13;10;12;13;12
58;13;13;12;4;10
50;14;9;12;13;6
12;58;58;59;55;57
59;10;7;7;12;5
44;10;14;9;9;8
14;59;58;56;59;61
12;57;58;55;57;60
49;12;9;7;14;12
12;57;57;56;56;57
46;14;12;7;13;6
60;7;14;12;15;9
9;61;54;58;54;58
15;7;14;8;9;13
12;8;12;16;15;7
29;14;7;15;9;5
42;9;14;7;7;9
57;12;6;8;12;15
26;10;12;14;14;11
57;14;13;5;13;6
16;58;59;55;55;61
14;8;15;10;7;14
37;10;5;8;14;13
47;15;11;15;7;8
23;5;12;7;15;7
16;61;53;58;54;59
53;15;13;9;7;13
14;14;6;10;10;13
57;13;9;15;12;14
56;7;10;6;11;10
58;10;8;13;6;5
28;10;9;9;6;12
13;53;58;49;60;59
53;5;11;6;13;10
13;58;58;60;60;58
59;9;9;5;10;11
52;6;13;10;13;15
57;7;8;15;12;5
51;7;9;9;14;9
32;6;12;14;5;8
12;60;58;57;54;58
56;7;7;12;11;14
57;14;12;6;6;15
48;7;7;5;7;11
11;59;55;69;52;65
59;14;8;13;9;16
60;11;15;7;9;7
14;62;52;53;56;58
62;13;8;6;6;10
37;7;11;8;14;14
53;14;7;9;6;7
20;13;10;7;6;7
45;14;10;11;11;10
11;60;57;58;56;62
34;7;7;12;8;9
55;9;12;6;15;11
51;15;15;9;10;12
17;14;15;7;15;7
11;59;55;55;56;59
52;7;14;13;10;8
10;57;58;61;52;56
14;62;55;58;58;55
37;6;9;5;10;14
53;6;13;7;10;14
13;58;61;57;53;54
59;12;6;8;9;11
10;9;12;12;14;11
16;7;6;9;15;11
12;60;64;52;58;53
54;13;12;14;8;12
16;15;15;14;12;14
24;11;6;12;8;13
61;12;6;7;13;12
72;8;11;14;13;7
25;7;12;13;9;10
45;10;15;9;9;9
35;11;14;14;7;13
60;15;16;7;9;12
12;16;7;7;10;7
52;9;10;8;11;16
13;58;56;54;58;62
16;12;7;7;13;7
17;12;12;9;14;9
30;9;9;12;13;11
51;13;11;8;14;8
13;59;48;52;54;64
31;14;13;6;10;10
56;8;11;7;8;5
58;9;9;7;7;13
52;5;9;7;8;6
51;14;7;7;14;14
46;14;11;10;11;8
64;8;15;7;12;11
62;10;16;10;14;11
48;13;12;9;14;7
21;12;5;12;6;7
14;10;14;10;10;14
10;64;58;56;62;55
47;15;10;14;15;9
12;60;55;57;52;63
60;9;13;11;6;10
15;15;12;10;6;7
62;12;13;6;6;12
48;6;12;12;6;6
62;8;13;10;7;14
60;8;13;9;9;9
57;7;8;14;13;8
42;14;12;5;13;6
54;15;14;12;6;7
57;12;15;14;12;8
46;11;14;9;11;15
15;59;58;55;56;61
12;61;54;55;57;62
14;62;58;59;58;59
30;15;10;16;14;8
63;12;15;12;14;5
45;8;14;12;6;12
59;14;8;6;7;6
58;13;14;11;10;8
56;14;5;6;12;14
58;12;6;11;7;9
51;9;13;5;11;10
66;12;10;6;10;14
20;14;13;12;13;6
40;5;12;10;15;14
23;6;12;12;13;11
11;59;55;54;53;61
55;15;14;10;9;8
47;10;8;7;7;9
41;6;7;8;15;13
48;12;10;11;11;12
52;10;7;13;13;10
17;12;13;6;15;11
11;52;56;59;65;53
57;9;11;9;7;14
12;11;13;12;14;8
57;15;14;10;10;14
10;60;61;54;58;55
69;9;9;11;13;7
36;14;6;9;14;7
68;8;6;8;5;14
14;8;8;13;11;7
51;12;12;6;15;12
28;12;10;8;11;6
42;8;9;13;7;9
59;13;7;9;7;13
61;7;7;13;9;13
60;9;12;14;5;14
10;61;55;55;50;62
3;59;62;56;58;52
19;54;60;56;55;58
42;11;7;11;8;12
58;8;12;9;14;8
51;10;10;6;8;8
11;62;61;59;54;55
52;5;12;7;14;10
54;11;7;13;6;7
60;10;14;8;13;8
18;6;15;16;7;6
44;13;7;14;10;5
13;9;10;14;9;14
21;58;59;55;59;58
50;6;10;14;13;16
26;11;7;14;15;14
50;12;6;9;8;14
60;12;15;6;8;11
54;7;8;10;8;9
16;10;5;7;8;14
19;62;57;53;50;58
63;9;14;15;10;14
14;60;58;55;55;60
42;14;12;13;10;6
18;11;7;10;13;12
59;5;13;7;12;10
58;9;7;8;7;10
33;5;13;8;6;15
14;48;68;52;38;70
13;60;58;62;59;60
19;63;57;56;55;58
9;58;58;58;58;63
20;10;15;14;14;6
56;13;6;9;10;10
34;14;14;11;8;14
65;8;6;6;11;15
12;55;58;50;58;57
10;11;13;8;11;7
63;14;7;10;9;10
54;15;13;14;13;12
43;7;7;9;10;5
21;7;8;8;14;13
19;59;63;52;57;54
50;9;9;6;7;14
63;16;8;10;15;11
56;12;7;6;6;12
11;61;58;54;54;60
16;59;55;54;57;61
11;53;57;53;63;57
50;14;6;14;10;7
54;6;12;9;9;13
25;8;8;5;8;10
41;14;11;14;10;8
37;6;7;13;5;7
14;56;62;54;54;60
61;13;7;7;12;7
53;10;11;6;14;5
55;7;9;12;7;10
13;9;10;8;14;11
63;12;9;9;7;14
12;14;13;11;6;7
19;6;5;6;11;6
24;6;9;12;10;7
15;14;14;5;11;14
22;11;11;11;16;9
19;14;8;14;11;8
56;6;10;13;8;7
60;9;14;8;10;6
20;5;8;7;15;10
55;9;15;13;15;14
43;5;8;6;15;10
20;7;14;9;8;12
52;11;11;13;14;5
21;6;10;8;11;14
31;9;14;14;11;8
67;9;8;12;10;14
53;12;7;14;12;5
66;6;7;13;9;11
56;8;7;9;10;16
13;57;58;52;56;59
12;59;59;51;52;60
56;13;6;15;6;13
46;9;13;14;10;9
52;5;15;15;12;10
19;14;12;14;5;12
58;5;12;12;7;8
54;10;8;11;15;11
52;8;8;10;8;9
56;15;11;12;14;14
20;8;6;8;9;10
16;56;58;52;62;56
35;15;12;13;6;7
24;7;12;9;11;6
18;7;7;7;9;10
60;7;14;13;13;10
38;11;15;14;14;9
39;10;15;8;14;13
34;10;7;9;11;13
57;11;11;9;14;9
45;10;6;12;10;11
62;9;8;15;14;7
33;10;8;8;12;16
58;8;6;6;11;13
62;13;14;10;8;11
16;8;13;13;9;11
60;6;5;8;8;12
58;12;9;15;12;7
60;11;8;7;7;8
40;9;13;10;10;7
13;57;56;62;58;62
43;6;15;9;7;8
26;9;14;13;8;7
55;13;10;9;6;12
58;7;13;15;10;7
53;15;10;12;9;12
20;6;12;12;6;10
34;12;11;5;11;10
56;13;14;12;10;8
17;5;14;9;13;6
13;61;51;57;47;70
50;13;10;13;14;12
14;10;8;8;10;10
32;7;8;14;8;8
11;64;56;52;52;61
51;14;15;10;9;13
25;5;6;5;8;14
13;8;14;6;11;13
59;5;7;14;12;6
54;8;12;9;7;5
12;61;59;60;52;58
36;15;6;16;15;11
20;11;7;14;9;11
16;10;14;7;13;14
53;5;7;7;10;12
52;7;10;6;11;7
24;58;56;65;59;54
17;9;12;15;9;11
15;7;9;9;6;15
56;12;13;15;10;13
41;6;6;13;13;12
13;61;54;65;55;57
29;14;5;14;15;8
54;8;10;6;6;14
55;11;11;8;13;14
36;11;9;13;8;12
18;13;6;5;14;6
62;5;10;8;13;9
53;15;8;13;10;12
57;9;7;14;9;13
14;13;15;10;7;7
14;56;57;54;56;59
13;58;54;54;58;58
59;9;10;9;11;7
53;13;10;8;11;13
32;11;10;13;14;10
46;9;11;9;12;13
17;8;9;7;13;15
47;8;14;15;7;8
54;10;8;9;6;7
10;60;56;61;58;59
27;13;6;11;5;7
52;10;13;13;13;12
56;7;15;11;12;6
13;57;58;57;59;59
32;10;11;10;6;13
16;7;6;11;11;14
51;14;8;12;13;9
48;9;8;10;15;9
57;12;9;15;14;7
57;8;7;9;14;6
45;6;5;9;12;14
62;8;7;15;7;12
55;10;10;11;11;8
52;11;11;10;10;13
59;13;9;8;11;11
56;10;13;7;11;10
25;13;10;8;13;7
54;15;14;9;11;6
41;9;7;14;12;7
56;12;8;5;14;14
17;61;56;62;55;60
24;13;5;11;7;6
29;14;14;6;14;15
45;9;8;12;10;8
13;58;56;55;53;58
56;6;8;6;8;12
11;57;63;56;53;58
43;13;15;14;8;9
60;15;10;9;7;10
17;7;13;11;13;13
48;11;11;12;6;9
59;13;14;9;8;6
57;10;14;9;15;8
40;5;6;12;5;6
13;62;55;56;59;63
9;56;57;55;58;64
54;13;9;12;9;11
10;59;58;57;60;59
52;15;8;8;13;10
47;13;13;11;7;7
29;11;13;7;14;12
57;9;14;13;14;7
63;13;6;9;7;9
46;13;16;13;12;14
58;9;10;13;10;12
58;8;14;15;9;8
59;13;14;13;8;7
67;6;10;12;10;13
18;58;59;56;60;58
53;9;6;5;13;14
28;59;55;58;55;57
58;10;7;7;11;13
20;10;6;8;12;6
48;7;8;9;6;12
10;54;57;55;65;52
60;9;9;11;9;9
57;9;13;13;13;8
52;11;12;6;13;13
52;15;15;14;15;7
42;10;12;13;11;13
56;7;14;13;9;11
39;11;12;8;10;6
15;6;5;5;10;6
17;54;63;59;61;51
